,district,meter,built_year,price_per_meter,room,elevator,parking,storage,floor_en,total_floor
4445,3,51,1385,7059000.0,1,0.0,1.0,1.0,1,3
4446,3,63,1390,9524000.0,2,0.0,1.0,1.0,3,3
4447,3,42,1387,6667000.0,1,0.0,1.0,1.0,3,3
4448,3,51,1395,14706000.0,1,1.0,1.0,1.0,2,2
4449,3,48,1394,12917000.0,1,1.0,1.0,1.0,4,4
4450,3,56,1391,11964000.0,1,0.0,1.0,1.0,2,2
4451,3,46,1395,8696000.0,1,0.0,1.0,1.0,2,2
4452,3,62,1393,10968000.0,2,0.0,1.0,1.0,1,1
4453,3,48,1396,10208000.0,1,1.0,1.0,1.0,2,2
4454,3,49,1395,6612000.0,1,1.0,1.0,1.0,2,2
4455,3,66,1392,18939000.0,2,0.0,1.0,1.0,2,3
4456,3,68,1394,12206000.0,2,0.0,1.0,1.0,3,3
4457,3,53,1393,16038000.0,1,0.0,1.0,1.0,2,2
4458,3,52,1390,18462000.0,1,0.0,1.0,1.0,3,3
4459,3,42,1387,6667000.0,1,0.0,1.0,1.0,3,3
4460,3,62,1395,17742000.0,2,0.0,1.0,1.0,3,3
4461,3,52,1392,8654000.0,1,0.0,1.0,1.0,3,3
4462,3,41,1389,8049000.0,1,0.0,1.0,1.0,3,3
4463,3,53,1397,10566000.0,1,1.0,1.0,1.0,4,4
4464,3,47,1388,11277000.0,1,0.0,1.0,1.0,2,3
4465,3,86,1390,13023000.0,2,0.0,1.0,1.0,1,1
4466,3,190,1400,25000000.0,3,1.0,1.0,1.0,4,4
4467,3,45,1395,9333000.0,1,0.0,1.0,1.0,3,3
4468,3,53,1392,7736000.0,2,1.0,1.0,1.0,3,3
4469,3,53,1390,15094000.0,1,0.0,1.0,1.0,2,3
4470,3,50,1390,16000000.0,1,0.0,1.0,1.0,3,3
4471,3,54,1390,6852000.0,1,0.0,1.0,1.0,1,1
4472,3,48,1395,7292000.0,1,0.0,1.0,1.0,2,2
4473,3,55,1394,12455000.0,1,1.0,1.0,1.0,2,6
4474,3,50,1393,11600000.0,1,1.0,1.0,1.0,2,2
4475,3,100,1396,14000000.0,2,1.0,1.0,1.0,4,4
4476,3,109,1391,14700000.0,2,0.0,1.0,1.0,1,1
4477,3,165,1398,16500000.0,3,1.0,1.0,1.0,5,5
4478,3,79,1392,14684000.0,2,0.0,1.0,1.0,3,3
4479,3,78,1392,15128000.0,2,0.0,1.0,1.0,3,3
4480,3,104,1392,16538000.0,2,1.0,1.0,0.0,2,2
4481,3,103,1392,14000000.0,2,0.0,1.0,1.0,1,1
4482,3,150,1398,16500000.0,3,1.0,1.0,1.0,6,6
4483,3,53,1389,9509000.0,2,0.0,1.0,1.0,1,1
4484,3,52,1395,16346000.0,1,0.0,1.0,1.0,3,3
4485,3,55,1395,12727000.0,1,1.0,1.0,1.0,2,2
4486,3,56,1391,7679000.0,2,0.0,1.0,1.0,1,1
4487,3,90,1400,12111000.0,2,1.0,1.0,1.0,3,3
4488,3,72,1388,9306000.0,2,0.0,1.0,1.0,2,2
4489,3,49,1387,8367000.0,1,0.0,1.0,1.0,2,2
4490,3,67,1393,11552000.0,2,0.0,1.0,1.0,1,1
4491,3,70,1389,8571000.0,2,0.0,1.0,1.0,2,2
4492,3,74,1388,11824000.0,2,0.0,1.0,1.0,2,3
4493,3,50,1390,7000000.0,1,1.0,1.0,1.0,2,2
4494,3,72,1393,8333000.0,2,1.0,1.0,1.0,2,2
4495,3,60,1389,15000000.0,2,0.0,1.0,1.0,1,1
4496,3,50,1393,16800000.0,1,0.0,1.0,1.0,2,3
4497,3,52,1390,9615000.0,2,0.0,0.0,1.0,2,2
4498,3,54,1390,7778000.0,1,0.0,1.0,1.0,2,2
4499,3,61,1394,13607000.0,2,0.0,1.0,1.0,2,2
4500,3,152,1399,13158000.0,2,1.0,1.0,1.0,1,1
4501,3,117,1400,16239000.0,2,1.0,1.0,1.0,4,4
4502,3,63,1387,7619000.0,2,0.0,1.0,1.0,3,3
4503,3,65,1395,19231000.0,2,0.0,1.0,1.0,1,3
4504,3,47,1390,16596000.0,1,0.0,0.0,1.0,3,3
4505,3,72,1390,12917000.0,2,0.0,1.0,1.0,2,2
4506,3,52,1390,7500000.0,1,0.0,1.0,1.0,3,3
4507,3,45,1395,8889000.0,1,0.0,1.0,1.0,2,2
4508,3,65,1395,16492000.0,2,1.0,1.0,1.0,1,1
4509,3,65,1390,10769000.0,2,0.0,1.0,1.0,2,2
4510,3,117,1400,18803000.0,2,1.0,1.0,1.0,4,4
4511,3,58,1397,9138000.0,2,0.0,1.0,1.0,3,3
4512,3,53,1395,17925000.0,1,0.0,1.0,1.0,1,1
4513,3,49,1391,7755000.0,1,1.0,1.0,1.0,6,6
4514,3,48,1396,9375000.0,1,0.0,1.0,1.0,3,3
4515,3,153,1399,17500000.0,3,1.0,1.0,1.0,1,1
4516,3,83,1390,6747000.0,2,0.0,1.0,1.0,3,3
4517,3,63,1390,15079000.0,2,0.0,1.0,1.0,3,3
4518,3,100,1399,15000000.0,2,1.0,1.0,1.0,2,2
4519,3,66,1385,14600000.0,2,0.0,1.0,1.0,1,3
4520,3,60,1390,6333000.0,1,0.0,1.0,1.0,3,3
4521,3,150,1400,17467000.0,3,1.0,1.0,1.0,1,1
4522,3,50,1395,8000000.0,1,0.0,1.0,1.0,2,2
4523,3,48,1395,16146000.0,1,0.0,1.0,1.0,2,2
4524,3,50,1396,9400000.0,1,0.0,1.0,1.0,2,2
4525,3,89,1388,9551000.0,2,0.0,1.0,1.0,1,1
4526,3,50,1392,7600000.0,1,0.0,1.0,1.0,2,2
4527,3,42,1395,19024000.0,1,0.0,1.0,1.0,3,4
4528,3,51,1395,19000000.0,1,0.0,1.0,1.0,1,1
4529,3,44,1390,9773000.0,1,0.0,0.0,1.0,1,1
4530,3,48,1391,7292000.0,1,1.0,1.0,1.0,2,2
4531,3,55,1390,18182000.0,1,0.0,1.0,1.0,3,3
4532,3,59,1395,17492000.0,1,1.0,1.0,1.0,4,4
4533,3,56,1395,19464000.0,1,0.0,1.0,1.0,2,2
4534,3,63,1387,15800000.0,2,0.0,1.0,1.0,3,4
4535,3,77,1394,12727000.0,2,0.0,1.0,1.0,1,1
4536,3,51,1395,19000000.0,1,0.0,1.0,1.0,3,3
4537,3,53,1387,9434000.0,1,0.0,1.0,1.0,3,3
4538,3,53,1386,16038000.0,1,0.0,0.0,1.0,3,3
4539,3,57,1396,9649000.0,1,0.0,1.0,1.0,2,2
4540,3,55,1391,9127000.0,1,0.0,1.0,1.0,3,3
4541,3,55,1397,9091000.0,1,0.0,1.0,1.0,3,3
4542,3,48,1390,17500000.0,1,0.0,1.0,1.0,1,1
4543,3,46,1388,8696000.0,2,0.0,1.0,1.0,3,3
4544,3,39,1394,10513000.0,1,1.0,0.0,1.0,4,4
4545,3,48,1388,10208000.0,1,0.0,1.0,1.0,1,1
4546,3,55,1394,10909000.0,1,1.0,1.0,1.0,2,2
4547,3,47,1395,8936000.0,1,1.0,1.0,1.0,2,2
4548,3,120,1400,13333000.0,2,1.0,1.0,1.0,3,3
4549,3,52,1390,6731000.0,1,0.0,1.0,1.0,2,2
4550,3,87,1400,11080000.0,2,1.0,1.0,1.0,7,7
4551,3,52,1393,7692000.0,1,0.0,1.0,1.0,3,3
4552,3,60,1392,9500000.0,1,1.0,1.0,1.0,1,1
4553,3,63,1388,9524000.0,2,0.0,1.0,1.0,3,3
4554,3,63,1391,7937000.0,1,0.0,1.0,1.0,2,2
4555,3,56,1395,10714000.0,1,0.0,1.0,1.0,1,1
4556,3,56,1386,15179000.0,1,0.0,1.0,1.0,1,1
4557,3,77,1388,13636000.0,2,1.0,1.0,1.0,2,2
4558,3,69,1392,10870000.0,2,0.0,1.0,1.0,1,1
4559,3,61,1395,17213000.0,2,0.0,1.0,1.0,3,3
4560,3,55,1393,7273000.0,1,0.0,1.0,1.0,2,2
4561,3,58,1392,10000000.0,2,0.0,1.0,1.0,2,2
4562,3,65,1395,8769000.0,2,1.0,1.0,1.0,1,1
4563,3,63,1396,9048000.0,2,0.0,1.0,1.0,3,3
4564,3,48,1395,9375000.0,1,1.0,1.0,1.0,3,3
4565,3,54,1392,7778000.0,1,0.0,1.0,1.0,3,3
4566,3,43,1395,17209000.0,1,0.0,0.0,1.0,1,1
4567,3,49,1393,16939000.0,1,0.0,0.0,1.0,1,1
4568,3,153,1400,17500000.0,3,1.0,1.0,1.0,1,1
4569,3,55,1395,17455000.0,1,0.0,0.0,1.0,3,3
4570,3,42,1395,8095000.0,1,0.0,1.0,1.0,1,1
4571,3,50,1389,17000000.0,1,0.0,1.0,1.0,2,2
4572,3,52,1390,6115000.0,1,1.0,1.0,1.0,2,2
4573,3,52,1395,8462000.0,1,0.0,1.0,1.0,1,1
4574,3,58,1388,10690000.0,1,0.0,1.0,1.0,2,2
4575,3,59,1393,8475000.0,2,0.0,1.0,1.0,3,3
4576,3,52,1394,18269000.0,2,0.0,1.0,1.0,2,2
4577,3,54,1390,6111000.0,1,0.0,1.0,1.0,3,3
4578,3,69,1393,9855000.0,2,0.0,1.0,1.0,2,2
4579,3,70,1400,20000000.0,2,1.0,1.0,1.0,2,2
4580,3,75,1399,18533000.0,2,1.0,1.0,1.0,7,7
4581,3,120,1400,11167000.0,2,1.0,1.0,1.0,3,3
4582,3,69,1395,9130000.0,2,0.0,1.0,1.0,3,3
4583,3,58,1394,8448000.0,1,1.0,1.0,1.0,1,1
4584,3,52,1395,7308000.0,1,0.0,1.0,1.0,3,3
4585,3,86,1390,13023000.0,2,0.0,1.0,1.0,1,1
4586,3,100,1400,20000000.0,2,1.0,1.0,1.0,2,2
4587,3,55,1388,17636000.0,2,0.0,1.0,1.0,2,3
4588,3,105,1396,19048000.0,3,1.0,1.0,1.0,1,4
4589,3,51,1397,7647000.0,1,0.0,1.0,1.0,3,3
4590,3,70,1394,16429000.0,2,0.0,1.0,1.0,1,1
4591,3,53,1395,7547000.0,1,0.0,1.0,1.0,1,1
4592,3,50,1399,13600000.0,1,1.0,1.0,1.0,4,4
4593,3,160,1400,18000000.0,3,1.0,1.0,1.0,4,4
4594,3,52,1390,10000000.0,1,0.0,1.0,1.0,3,3
4595,3,64,1389,7188000.0,2,0.0,1.0,1.0,0,0
4596,3,117,1399,21368000.0,3,1.0,1.0,1.0,1,4
4597,3,60,1386,15000000.0,2,0.0,0.0,1.0,2,3
4598,3,103,1398,22000000.0,2,1.0,1.0,1.0,2,2
4599,3,90,1400,18500000.0,2,1.0,1.0,1.0,4,4
4600,3,185,1400,20000000.0,3,1.0,1.0,1.0,1,1
4601,3,55,1394,18909000.0,1,0.0,1.0,1.0,2,2
4602,3,57,1396,12281000.0,2,0.0,1.0,1.0,2,2
4603,3,45,1400,16222000.0,1,1.0,1.0,1.0,7,7
4604,3,83,1393,6386000.0,2,0.0,1.0,1.0,3,3
4605,3,59,1391,8814000.0,1,0.0,1.0,1.0,2,2
4606,3,44,1396,9091000.0,1,0.0,1.0,1.0,2,2
4607,3,64,1389,7578000.0,2,0.0,1.0,1.0,3,3
4608,3,53,1391,8113000.0,1,0.0,1.0,1.0,3,3
4609,3,65,1388,10154000.0,2,0.0,1.0,1.0,2,2
4610,3,49,1395,11020000.0,1,1.0,1.0,1.0,2,2
4611,3,117,1400,18803000.0,2,1.0,1.0,1.0,4,4
4612,3,80,1400,15375000.0,2,1.0,1.0,1.0,1,1
4613,3,65,1393,8000000.0,2,0.0,1.0,1.0,3,3
4614,3,91,1400,18462000.0,2,1.0,1.0,1.0,1,1
4615,3,50,1386,15000000.0,1,0.0,1.0,0.0,0,0
4616,3,91,1387,9341000.0,3,0.0,1.0,1.0,1,3
4617,3,50,1395,8600000.0,1,0.0,1.0,1.0,2,2
4618,3,70,1393,17071000.0,2,0.0,0.0,1.0,2,2
4619,3,150,1400,16200000.0,3,1.0,1.0,1.0,3,3
4620,3,56,1389,9286000.0,1,0.0,1.0,1.0,2,2
4621,3,47,1388,11277000.0,1,0.0,1.0,1.0,2,2
4622,3,60,1397,11033000.0,2,0.0,1.0,1.0,3,3
4623,3,57,1393,14912000.0,2,0.0,1.0,1.0,3,3
4624,3,52,1394,7596000.0,1,0.0,1.0,1.0,3,3
4625,3,160,1400,23125000.0,3,1.0,1.0,1.0,7,4
4626,3,75,1397,10667000.0,2,0.0,1.0,1.0,3,3
4627,3,46,1390,7609000.0,1,0.0,1.0,1.0,3,3
4628,3,60,1393,11167000.0,1,0.0,1.0,1.0,3,3
4629,3,46,1389,11304000.0,1,0.0,1.0,1.0,1,1
4630,3,72,1389,10625000.0,2,0.0,1.0,1.0,3,3
4631,3,58,1397,12724000.0,2,0.0,1.0,1.0,3,3
4632,3,71,1389,8451000.0,2,0.0,1.0,1.0,3,3
4633,3,53,1385,16792000.0,1,0.0,1.0,1.0,3,3
4634,3,47,1389,18723000.0,1,0.0,1.0,1.0,2,2
4635,3,52,1394,7500000.0,1,0.0,1.0,1.0,3,3
4636,3,40,1390,7500000.0,1,0.0,1.0,1.0,3,3
4637,3,45,1395,8889000.0,1,0.0,1.0,1.0,3,3
4638,3,69,1394,17826000.0,2,0.0,1.0,1.0,1,1
4639,3,72,1395,8056000.0,2,1.0,0.0,1.0,2,2
4640,3,55,1393,10364000.0,1,0.0,1.0,1.0,2,2
4641,3,53,1393,7925000.0,2,0.0,1.0,1.0,1,1
4642,3,45,1398,10444000.0,1,0.0,1.0,1.0,3,3
4643,3,42,1396,13810000.0,1,1.0,1.0,1.0,1,3
4644,3,54,1391,11111000.0,1,0.0,1.0,1.0,2,2
4645,3,51,1392,7843000.0,1,0.0,1.0,1.0,3,3
4646,3,95,1389,7684000.0,2,0.0,0.0,1.0,3,3
4647,3,62,1390,15323000.0,1,0.0,1.0,1.0,1,1
4648,3,56,1394,18500000.0,1,0.0,1.0,1.0,1,1
4649,3,50,1395,7800000.0,1,0.0,1.0,1.0,2,2
4650,3,60,1396,16500000.0,1,1.0,0.0,1.0,2,2
4651,3,52,1394,18269000.0,2,0.0,1.0,1.0,2,2
4652,3,54,1388,10833000.0,1,0.0,1.0,1.0,2,2
4653,3,58,1396,12759000.0,2,0.0,0.0,1.0,3,3
4654,3,75,1388,12000000.0,2,0.0,0.0,1.0,1,1
4655,3,71,1395,14789000.0,2,0.0,1.0,1.0,3,3
4656,3,51,1394,16667000.0,1,0.0,1.0,1.0,1,1
4657,3,45,1388,6222000.0,1,0.0,1.0,1.0,2,2
4658,3,53,1395,15283000.0,1,0.0,1.0,1.0,3,3
4659,3,60,1394,12500000.0,1,1.0,1.0,1.0,4,4
4660,3,43,1394,6977000.0,1,0.0,1.0,1.0,3,3
4661,3,51,1392,6569000.0,1,1.0,1.0,1.0,1,1
4662,3,52,1396,9038000.0,2,0.0,1.0,1.0,2,2
4663,3,53,1394,18491000.0,1,1.0,1.0,1.0,4,4
4664,3,60,1387,9500000.0,1,0.0,1.0,1.0,2,2
4665,3,53,1385,16038000.0,1,0.0,1.0,1.0,3,3
4666,3,76,1400,10000000.0,2,1.0,1.0,1.0,2,2
4667,3,60,1388,6333000.0,1,0.0,1.0,1.0,3,3
4668,3,62,1388,12903000.0,1,1.0,1.0,1.0,1,1
4669,3,43,1388,6977000.0,1,0.0,1.0,1.0,3,3
4670,3,56,1395,7857000.0,1,0.0,1.0,1.0,3,3
4671,3,52,1393,16346000.0,1,0.0,1.0,1.0,3,3
4672,3,57,1395,8772000.0,1,1.0,1.0,1.0,2,2
4673,3,55,1394,14545000.0,1,1.0,1.0,1.0,1,1
4674,3,50,1395,11600000.0,1,1.0,1.0,1.0,3,9
4675,3,55,1391,8545000.0,1,0.0,1.0,1.0,3,3
4676,3,49,1394,12755000.0,1,1.0,1.0,1.0,4,4
4677,3,100,1400,15000000.0,2,1.0,1.0,1.0,2,2
4678,3,72,1390,15556000.0,2,0.0,1.0,1.0,1,3
4679,3,62,1390,10161000.0,1,0.0,1.0,1.0,3,3
4680,3,66,1390,11061000.0,2,0.0,1.0,1.0,1,1
4681,3,69,1400,20000000.0,2,1.0,1.0,1.0,4,4
4682,3,76,1397,18356000.0,2,1.0,1.0,1.0,1,4
4683,3,76,1390,8947000.0,2,0.0,1.0,1.0,2,2
4684,3,58,1390,9483000.0,2,0.0,1.0,1.0,2,2
4685,3,57,1385,15500000.0,1,0.0,1.0,1.0,3,9
4686,3,50,1393,11400000.0,1,0.0,1.0,1.0,2,2
4687,3,75,1400,17500000.0,2,1.0,1.0,1.0,2,2
4688,3,56,1396,8286000.0,1,1.0,1.0,1.0,2,2
4689,3,80,1400,18375000.0,2,1.0,1.0,1.0,1,1
4690,3,119,1400,24202000.0,2,1.0,1.0,1.0,5,5
4691,3,93,1391,13978000.0,2,0.0,1.0,1.0,3,3
4692,3,53,1394,18491000.0,1,1.0,1.0,1.0,4,4
4693,3,50,1396,11400000.0,1,1.0,1.0,1.0,6,6
4694,3,90,1395,10000000.0,2,1.0,1.0,1.0,2,4
4695,3,54,1395,12407000.0,1,1.0,1.0,1.0,8,8
4696,3,49,1395,9388000.0,1,1.0,1.0,1.0,5,5
4697,3,50,1395,16460000.0,1,0.0,1.0,1.0,2,2
4698,3,47,1393,7447000.0,1,0.0,1.0,1.0,1,1
4699,3,52,1395,17692000.0,1,1.0,0.0,1.0,3,3
4700,3,65,1393,14615000.0,2,0.0,1.0,1.0,3,3
4701,3,65,1385,13385000.0,2,0.0,1.0,1.0,3,3
4702,3,60,1394,16000000.0,1,1.0,1.0,1.0,4,4
4703,3,71,1392,15634000.0,2,0.0,1.0,1.0,2,2
4704,3,60,1395,17500000.0,1,0.0,1.0,1.0,1,1
4705,3,70,1392,22857000.0,2,0.0,1.0,1.0,3,3
4706,3,50,1396,14000000.0,1,1.0,1.0,1.0,4,4
4707,3,60,1390,15833000.0,1,0.0,1.0,1.0,2,2
4708,3,62,1393,18710000.0,2,0.0,1.0,1.0,2,2
4709,3,58,1388,14655000.0,1,0.0,1.0,1.0,2,2
4710,3,45,1390,19689000.0,1,0.0,1.0,1.0,1,1
4711,3,67,1391,14627000.0,2,0.0,1.0,1.0,3,3
4712,3,78,1395,21897000.0,2,1.0,0.0,1.0,2,2
4713,3,50,1393,23800000.0,1,0.0,1.0,1.0,1,1
4714,3,48,1387,6875000.0,1,0.0,1.0,1.0,2,3
4715,3,63,1388,15000000.0,2,0.0,1.0,1.0,3,3
4716,3,54,1397,8796000.0,1,0.0,0.0,1.0,1,1
4717,3,57,1396,9649000.0,1,0.0,1.0,1.0,2,2
4718,3,67,1392,16910000.0,2,0.0,1.0,1.0,2,2
4719,3,59,1396,8983000.0,1,1.0,1.0,1.0,2,2
4720,3,55,1387,8727000.0,2,0.0,1.0,1.0,1,1
4721,3,60,1397,17500000.0,1,0.0,1.0,1.0,3,3
4722,3,52,1392,9038000.0,2,1.0,1.0,1.0,2,2
4723,3,90,1388,9444000.0,2,0.0,1.0,1.0,1,1
4724,3,40,1396,14000000.0,1,1.0,1.0,1.0,2,2
4725,3,73,1392,16438000.0,2,0.0,0.0,1.0,1,1
4726,3,105,1398,13790000.0,2,1.0,1.0,1.0,3,3
4727,3,78,1394,12692000.0,2,0.0,1.0,1.0,2,2
4728,3,65,1390,17231000.0,2,0.0,1.0,1.0,1,1
4729,3,39,1392,19231000.0,1,0.0,1.0,1.0,3,3
4730,3,72,1390,15900000.0,2,0.0,1.0,1.0,2,2
4731,3,49,1394,17500000.0,1,1.0,1.0,1.0,7,7
4732,3,40,1390,22000000.0,1,0.0,1.0,1.0,2,2
4733,3,47,1390,8723000.0,1,0.0,1.0,1.0,2,3
4734,3,122,1395,9016000.0,2,0.0,1.0,1.0,1,3
4735,3,65,1394,16554000.0,2,1.0,1.0,1.0,1,1
4736,3,45,1393,9111000.0,1,1.0,1.0,1.0,2,2
4737,3,61,1388,7049000.0,2,0.0,1.0,1.0,3,3
4738,3,48,1387,9583000.0,1,0.0,1.0,1.0,1,1
4739,3,82,1390,16098000.0,2,0.0,1.0,1.0,3,3
4740,3,88,1400,17500000.0,2,1.0,1.0,1.0,3,3
4741,3,42,1395,8214000.0,1,1.0,1.0,1.0,3,3
4742,3,47,1397,9638000.0,1,1.0,1.0,1.0,2,2
4743,3,60,1394,8667000.0,2,0.0,1.0,1.0,2,2
4744,3,77,1388,12987000.0,2,0.0,1.0,1.0,2,2
4745,3,95,1400,21042000.0,2,1.0,1.0,1.0,4,4
4746,3,51,1395,19000000.0,1,0.0,1.0,1.0,1,1
4747,3,120,1400,16500000.0,2,1.0,1.0,1.0,4,4
4748,3,88,1400,21000000.0,2,1.0,1.0,1.0,2,2
4749,3,65,1390,15800000.0,2,0.0,1.0,1.0,2,2
4750,3,66,1389,7879000.0,2,0.0,1.0,1.0,3,3
4751,3,65,1393,13385000.0,2,0.0,1.0,1.0,1,3
4752,3,52,1389,9615000.0,1,0.0,1.0,1.0,3,3
4753,3,57,1392,7807000.0,1,1.0,1.0,1.0,4,4
4754,3,50,1395,13800000.0,1,0.0,1.0,1.0,3,3
4755,3,62,1395,15806000.0,2,0.0,1.0,1.0,3,3
4756,3,50,1394,9000000.0,1,1.0,1.0,1.0,3,3
4757,3,60,1388,15000000.0,2,0.0,1.0,1.0,2,2
4758,3,47,1394,18936000.0,1,0.0,0.0,1.0,2,2
4759,3,55,1394,13182000.0,1,1.0,1.0,1.0,2,2
4760,3,38,1397,21053000.0,1,1.0,1.0,1.0,4,4
4761,3,35,1390,18286000.0,1,0.0,1.0,1.0,1,1
4762,3,74,1388,11757000.0,2,0.0,1.0,1.0,1,1
4763,3,39,1389,19231000.0,1,0.0,1.0,1.0,3,3
4764,3,52,1393,11923000.0,2,0.0,1.0,1.0,2,2
4765,3,105,1400,19952000.0,2,1.0,1.0,1.0,3,3
4766,3,105,1400,16952000.0,2,1.0,1.0,1.0,4,4
4767,3,48,1395,12000000.0,1,1.0,1.0,1.0,2,2
4768,3,90,1390,11000000.0,2,0.0,1.0,1.0,3,3
4769,3,48,1391,7292000.0,1,0.0,1.0,1.0,2,2
4770,3,57,1392,16140000.0,1,0.0,1.0,1.0,3,3
4771,3,129,1398,18500000.0,2,1.0,1.0,1.0,4,4
4772,3,43,1393,20465000.0,1,1.0,1.0,1.0,4,4
4773,3,75,1398,10667000.0,2,1.0,0.0,1.0,4,8
4774,3,47,1394,18511000.0,1,1.0,1.0,1.0,2,2
4775,3,55,1394,6727000.0,1,0.0,1.0,1.0,1,1
4776,3,88,1399,19500000.0,2,1.0,1.0,1.0,3,3
4777,3,70,1394,11000000.0,2,1.0,1.0,1.0,3,3
4778,3,48,1394,8958000.0,1,0.0,1.0,1.0,1,1
4779,3,70,1394,12571000.0,2,1.0,1.0,1.0,1,1
4780,3,57,1394,12281000.0,2,0.0,1.0,1.0,1,1
4781,3,54,1395,15741000.0,1,0.0,1.0,1.0,3,3
4782,3,41,1397,20488000.0,1,1.0,1.0,1.0,3,3
4783,3,43,1390,6977000.0,1,0.0,1.0,1.0,3,3
4784,3,48,1396,9896000.0,1,0.0,1.0,1.0,3,3
4785,3,55,1393,10945000.0,1,1.0,1.0,1.0,2,2
4786,3,65,1399,20923000.0,2,1.0,1.0,1.0,1,1
4787,3,105,1394,19714000.0,2,1.0,1.0,1.0,4,4
4788,3,67,1392,15672000.0,2,0.0,0.0,1.0,3,3
4789,3,49,1397,10000000.0,1,1.0,1.0,1.0,6,6
4790,3,64,1390,18750000.0,2,0.0,1.0,1.0,1,1
4791,3,41,1393,8049000.0,1,0.0,1.0,1.0,2,2
4792,3,53,1396,9528000.0,1,0.0,1.0,1.0,1,1
4793,3,72,1387,9028000.0,2,0.0,1.0,1.0,2,2
4794,3,55,1389,8145000.0,1,0.0,1.0,1.0,1,1
4795,3,88,1399,19500000.0,2,1.0,1.0,1.0,3,3
4796,3,57,1395,14912000.0,2,0.0,1.0,1.0,3,3
4797,3,70,1393,17429000.0,2,0.0,1.0,1.0,1,1
4798,3,51,1396,16275000.0,1,0.0,1.0,1.0,3,3
4799,3,62,1387,8226000.0,2,0.0,1.0,1.0,3,3
4800,3,58,1395,6897000.0,2,1.0,1.0,1.0,2,2
4801,3,53,1398,7547000.0,1,0.0,0.0,1.0,3,3
4802,3,73,1394,18493000.0,2,1.0,1.0,1.0,1,3
4803,3,117,1400,23077000.0,2,1.0,1.0,1.0,4,4
4804,3,47,1395,18489000.0,1,1.0,1.0,1.0,2,2
4805,3,44,1399,19318000.0,1,0.0,1.0,1.0,3,3
4806,3,65,1395,16492000.0,2,1.0,1.0,1.0,1,1
4807,3,90,1391,9000000.0,2,0.0,1.0,1.0,1,3
4808,3,72,1390,16111000.0,2,0.0,1.0,1.0,3,3
4809,3,47,1394,18723000.0,1,0.0,1.0,1.0,2,2
4810,3,100,1397,16500000.0,2,1.0,1.0,1.0,3,4
4811,3,60,1394,12000000.0,1,1.0,1.0,1.0,2,2
4812,3,90,1388,5222000.0,2,0.0,1.0,1.0,3,3
4813,3,55,1394,18700000.0,1,0.0,1.0,1.0,0,0
4814,3,63,1395,16800000.0,2,0.0,1.0,1.0,3,3
4815,3,77,1395,10909000.0,2,0.0,1.0,1.0,1,1
4816,3,54,1394,6481000.0,1,0.0,1.0,1.0,2,2
4817,3,77,1395,11844000.0,2,0.0,1.0,1.0,1,1
4818,3,82,1389,5854000.0,2,0.0,1.0,1.0,3,3
4819,3,50,1395,5400000.0,1,1.0,1.0,1.0,4,4
4820,3,67,1388,7015000.0,1,0.0,1.0,1.0,3,3
4821,3,67,1393,7612000.0,2,0.0,1.0,1.0,1,1
4822,3,55,1395,7273000.0,1,0.0,1.0,1.0,2,2
4823,3,63,1388,4444000.0,2,0.0,1.0,1.0,3,3
4824,3,59,1391,8475000.0,1,0.0,1.0,1.0,2,2
4825,3,129,1399,18500000.0,2,1.0,1.0,1.0,4,4
4826,3,129,1398,18496000.0,2,1.0,1.0,1.0,4,4
4827,3,90,1394,15111000.0,2,1.0,0.0,1.0,4,4
4828,3,250,1380,20400000.0,3,0.0,1.0,1.0,0,0
4829,3,100,1400,19000000.0,2,1.0,1.0,1.0,3,3
4830,3,60,1390,13000000.0,1,0.0,0.0,1.0,2,2
4831,3,159,1400,19321000.0,3,1.0,1.0,1.0,5,5
4832,3,162,1400,19000000.0,3,1.0,1.0,1.0,4,4
4833,3,163,1400,19000000.0,3,1.0,1.0,1.0,6,6
4834,3,122,1400,16148000.0,3,1.0,1.0,1.0,2,2
4835,3,122,1400,16000000.0,3,1.0,1.0,1.0,2,2
4836,3,111,1400,20000000.0,2,1.0,1.0,1.0,1,1
4837,3,100,1400,19000000.0,2,1.0,1.0,1.0,1,1
4838,3,170,1398,18500000.0,3,1.0,1.0,1.0,4,4
4839,3,77,1386,12532000.0,2,0.0,1.0,1.0,1,1
4840,3,138,1399,18000000.0,3,1.0,1.0,1.0,4,4
4841,3,103,1388,14000000.0,2,0.0,1.0,1.0,1,1
4842,3,125,1400,14800000.0,3,1.0,1.0,1.0,5,5
4843,3,85,1400,19500000.0,2,1.0,1.0,1.0,3,3
4844,3,51,1395,16863000.0,1,0.0,1.0,1.0,1,1
4845,3,64,1390,14844000.0,1,0.0,1.0,1.0,1,3
4846,3,52,1387,7115000.0,1,0.0,1.0,1.0,2,2
4847,3,160,1400,18750000.0,3,1.0,1.0,1.0,4,4
4848,3,72,1389,10625000.0,2,0.0,1.0,1.0,3,3
4849,3,47,1385,18085000.0,1,0.0,1.0,1.0,2,2
4850,3,77,1392,10909000.0,2,0.0,1.0,1.0,1,1
4851,3,60,1392,17000000.0,1,0.0,1.0,1.0,3,3
4852,3,57,1394,14737000.0,2,0.0,1.0,1.0,3,12
4853,3,53,1387,7547000.0,1,0.0,1.0,1.0,3,3
4854,3,55,1391,11273000.0,1,0.0,1.0,1.0,3,3
